74130	329590	此処[01]{ここ} の 下り[02]~ も 手がかり[02]{手掛かり}~ が 無い{ない} ので 危険 だ
74131	329589	明るい 笑顔 で(#2028980) 二人{2人} は 光り輝く 未来[01] を 歩む[02]{歩み} 始める[03]{始めた} のだ{んだ}
74132	329588	彼(かれ)[01] は 思う{思った} 事(こと){こと} を 口にする
74133	329587	美術館 の 東(ひがし) の 陳列棟~ は 清掃~ の 為(ため){ため} 閉鎖 為れる{されていた}
74134	329586	条約 の 精神 が 没却~ 為れる{されていた}
74135	329585	電話 で(#2028980) 済ます[02]{済まそう}~ と 思う{思いました}
74136	329584	試練 を 受ける 事になる{ことになった} 失敗 すれば 死刑
74137	329583	ヤクザ[01]{やくざ} が に 試練 を 課する{課している}
74138	329582	社長 が 社員[01] の 主体的{主体的な}~ 取り組み[01]~ を 促す{促した}
74139	329581	私たち は 姉妹 三人{３人} で(#2028980) 喫茶店 を 始める[02]{始めた}~
74140	329580	が 或る{ある} 条件 を 満たす[01] と 追う{追って} 来る(くる){くる} モンスター を 逆襲~ 為る(する){して} 食べる 事(こと){こと} が 出来る{できる}
74141	329579	が 脅威 である{でない} 等(など){など} と 言う の は 赤[03]~ がかる{がかった}~ 反戦運動~ の 人達 くらい
74142	329578	わはは{わははは} そりゃ 傑作[02]~ だ
74143	329577	母ちゃん~ も 同じ[01] 事(こと) 言う{いってた} な だから 如何(どう){どう} 為る(する){した} と言う{ってん} だ よ 俺(おれ){オレ} にゃ[02]~ 関係ない
74144	329576	御(ご){ご} 読了~ ありがと~ 御座います{ございました～}
74145	329575	終わる{終わった} 後(あと){あと} も 足(あし) が 軽い[02]~ 感じ が 為る(する){しました}
74146	329574	其れ[02]{それ}~ が 高一{高1}~ の 時(とき) だ から 年(ねん) が 経つ{経ちました}
74147	329572	彼女[01] は 率直{率直に} 物を言う{ものを言う}
74148	329573	此れ[02]{これ}~ は 兄(あに) です 格好いい{かっこいい} です ね
74149	329571	会社 に 入る(はいる) と 自分 が 望む[01] と 望む[01]{望ま} ざる と に 関わらず[02]{かかわらず} 会社[01] の 為に{ために} 働く{働か} 無くてはいけない{なくてはいけない}
74150	329570	貧困者~ が 乞食[02]~ を 為る(する){していた}
74151	329569	上司 は 僕(ぼく) の 仕事ぶり{仕事振り} が いい加減 だ と 決めつける[02]{決め付けた}~
74152	329568	此れ[01]{これ} は いち押し{一押し} の レストラン なのだ{なんだ}~
74153	329567	アジア諸国 等(など){など} から 出稼ぎ[01]~ に 来る(くる){きた} 外国人 を メイド として 使う[02]~ の が 常識 の 様になる{ようになっている}
74154	329566	東京 は 緑[02]~ が 一杯{いっぱい}
74155	329565	犯人 だ と 思う{思っていた} 男 は 事件 と は 何の 関係 も 無い{なかった}
74156	329564	然し{しかし} 其の[01]{その} 貸金庫 に 預ける[01]{預けている} 物(もの){もの} を 狙う{狙った} 男 達 に を 誘拐 為れる{されて} 仕舞う{しまう} 其の[01]{その} 誘拐犯 達 と は 実は 刑事[01] だ{だった}
74157	329563	サイレン が 急変[02]~ を 知らせる{知らせました}
74158	329562	誰 が どんな 趣味 だろう と 君(きみ)[01]{君の} 知る{知った} 事(こと){こと} か
74159	329561	ママ[01]{ママー} 今(いま) 彼の(あの){あの} お兄ちゃん[02]{おにいちゃん}~ 凄い{すごい} 転ぶ{ころんだ} よ{よー}
74160	329560	大学院生~ の は 去年 亜米利加{アメリカ} に 行く{行った}
74161	329559	娘(むすめ)[01] は 何時も{いつも} 約束[01] を 守る{守らない} 母親 に 苛立つ{苛立っていた}
74162	329558	パソコン を 持つ{持ってない} 人(ひと) は 此の{この} ＭＰ３プレーヤー{MP3プレーヤー} 機能 を フルに~ 使いこなす{使いこなせません}
74163	329557	窓 を 開ける(あける) 時(とき) は カーテン は 閉める{閉めないで} 下さい
74164	329556	然し{しかし} 使徒~ 達{たち} は 其の[01]{その} 危険 に 気付く{気付いた}
74165	329555	僕(ぼく) には 彼女 の 言う 事(こと){こと} が 分かる{分かった}
74166	329554	私(わたし)[01] は 先月 結婚式 を 挙げる[05]{挙げました}~
74167	329553	私(わたし)[01] 自身 も 当社 に 入社 為る(する){する} 前(#1392580) の 会社[01] で(#2028980) は 二度{２度} 程{ほど} トップ に 直言(ちょくげん)~ 為る(する){した} 経験 が 有る{あります}
74168	329552	極道[03] の 妻(#1294330)[01] 達{たち} は 年(ねん) 配給[01]~ 網(あみ) に依り{により} 公開 為れる{された} ヤクザ 映画
74169	329551	日本 で(#2028980) は リング状~ の 物(もの){もの} が 早く から 普及 為る(する){した} 為(ため){ため} 避妊リング~ と 呼ぶ{呼ばれる} 事(こと){こと} も 多い
74170	329550	儲ける{儲けよう} とする 投機筋~ に 操る[04]{操られている}~ のです
74171	329549	第 週 絶対運動~ と 相対運動~ に就いて{について} 学習 為る(する){する}
74172	627944	此れ[01]{これ} は 遠心力~ です が ニュートン[02] は 絶対運動 と 見なす{見なしています}
74173	329547	芝居小屋~ 跡地~ に 学校 が 建てる{建てられた} の が 年(ねん) 四月(しがつ){4月} です{でした}
74174	329546	心情的{心情的に}~ は 賛成 けど{けれど} 現実的{現実的に} 反対 為る(する){します}
74175	329545	僕(ぼく) 的(てき){的に} は もっと 地味(じみ)[01]~ っつーか{ってか} 渋い[02]~ 服(ふく)[01] が 欲しい のです{んです} けど ね
74176	329544	黒鯛~ の 料理[01] 方法 刺し身 黒鯛 は 何と言っても{何といっても} 刺し身{刺身} が 一番(いちばん) 美味しい{おいしい} です
74177	329543	其れ{それ} を 発明 為る(する){した} 教授 は 大学 から 相当[02]~ の 対価~ を 受ける 権利 が 有る{ある}
74178	329542	特殊 能力(のうりょく) が 有る{ある} か如何か{かどうか} は 分かる{分かりません} が 普通[01]{普通の} 人間(にんげん)[01] 以上[02] の 力(ちから) は 有る{あった} 事(こと) でしょう
74179	329541	化学物質 に 敏感{敏感な} 人々(ひとびと) へ の 配慮 が 無い{ない}
74180	329540	惰性[01] に 身を任せる{身を任せている}~ が 為に{ために} 今(いま) の 様な{ような} 現在[01] が 有る{ある} のです{んです} ね
74181	329539	彼(かれ)[01]{彼の} 声 は 悪霊 の 突然 の 咆哮~ に かき消す{かき消される}
74182	329538	結局 法案 は 提出 断念~ に 追い込む[02]{追い込まれた} のだ{のだった}
74183	329537	殺す{殺して} 遣る{やる} ぶっ殺す{ぶっ殺して}~ 踏み潰す{踏み潰して}~ 遣る{やる} 糞垂れ{くそったれ}~ 死ぬ{死ね}
74184	329536	本書[03] の 欠点 は 既婚者 である 著者 が 非婚~ を 勧める{すすめて} も 説得力 を 欠く 事(こと) である
74185	329535	は 古い 物(もの){もの} と 新しい 物(もの){もの} が 入り交じる{入り交じった}~ 面白い 街(まち) です
74186	329534	此の{この} システム の 基(もと)[02]{もと}~ で(#2028980) は 生徒 は 交代{交替} で(#2028980) 教える{教え} 合う{あい} お互いに 助け合う{助け合わ} ねばならない{なければなりません}
74187	329533	だから お互いに 助け合う 必要 が 有る{あった} ので そう言う{そういう} 意味 で(#2028980) は 妹(いもうと) と の 絆 は 強い(つよい){強かった}
74188	329532	椋鳥{ムクドリ}~ の 雛(ひな)[01]{ヒナ}~ を 親鳥~ に 返す[01]{返せます} か
74189	329531	最近 寝る[01]{寝てる} 時(とき){とき} に こむら返り{こむらがえり}~ を 起こす{起こします}
74190	329530	の 調査 で(#2028980) 北欧諸国~ が 税率 に於いて[02]{において} 世界 の 上位 を キープ(#1040870)[01]~ 為る(する){した}
74191	329529	当時 の 農家 の 暴利~ は 凄まじい[02]{すさまじかった}
74192	329528	其れ{それ} を 皮切り~ として 欧州 の 詩(し) や 文学 を 多数 紹介 為る(する){する} 様になる{ようになりました}
74193	329527	あんな 物(もの) を 投げ下ろす[02]{投げ下ろせば}~ 運悪く 当たる[01]{当たった} 人(ひと) は 怪我{ケガ} を 為る(する){する}
74194	329526	そりゃ{それは} 定石~ 通り(どおり)[01] と 言う{いう} 丈(だけ){だけ} で(#2028980) 手を抜く{手を抜いた}~ 訳ではない{わけではない} のです
74195	329525	今日 は 不燃物~ の ゴミの日 です
74196	329524	非の打ち所がない~ 計画 は 窮屈 だ なあ
74197	329523	身頃~ の 肩 を 縫い合わせる~
74198	329522	そうです 異常 音(おと)[01] は 空冷ファン~ の 最後 の 断末魔~ だ{だった} のです
74199	329521	男 でも 女(おんな) でも 腹が据わる{腹が据わっている}~ って の は 格好いい{カッコいい} です よ ね
